fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date
017866,泓德高端装备混合发起式A,1.1755,1.1755,1.1467,1.1467,0.0288,2.51,2025-10-02,2025-10-02
010732,广发创新医疗两年持有混合C,0.8575,0.8575,0.8365,0.8365,0.021,2.51,2025-10-02,2025-10-02
021284,浦银安盛科创板100指数增强A,1.4318,1.4318,1.3968,1.3968,0.035,2.51,2025-10-02,2025-10-02
502003,易方达中证军工(LOF)A,1.471,0.9426,1.435,0.9205,0.036,2.51,2025-10-02,2025-10-02
012842,易方达中证军工(LOF)C,1.4558,1.4558,1.4202,1.4202,0.0356,2.51,2025-10-02,2025-10-02
003017,广发中证军工ETF联接A,1.198,1.198,1.1687,1.1687,0.0293,2.51,2025-10-02,2025-10-02
021948,广发中证军工ETF联接F,1.1978,1.1978,1.1685,1.1685,0.0293,2.51,2025-10-02,2025-10-02
023045,太平科技先锋混合发起式C,1.5316,1.5316,1.4943,1.4943,0.0373,2.5,2025-10-02,2025-10-02
023044,太平科技先锋混合发起式A,1.5362,1.5362,1.4987,1.4987,0.0375,2.5,2025-10-02,2025-10-02
021450,富国医疗产业混合发起式A,1.1189,1.1189,1.0916,1.0916,0.0273,2.5,2025-10-02,2025-10-02
019200,华富健康文娱灵活配置混合C,1.3359,1.3359,1.3033,1.3033,0.0326,2.5,2025-10-02,2025-10-02
018130,博时ESG量化选股混合A,1.7661,1.7661,1.723,1.723,0.0431,2.5,2025-10-02,2025-10-02
018131,博时ESG量化选股混合C,1.741,1.741,1.6985,1.6985,0.0425,2.5,2025-10-02,2025-10-02
260117,景顺长城支柱产业混合A,2.298,2.777,2.242,2.721,0.056,2.5,2025-10-02,2025-10-02
162202,宏利周期混合,3.7354,5.7804,3.6442,5.6892,0.0912,2.5,2025-10-02,2025-10-02
013038,长城大健康混合C,1.0339,1.0339,1.0087,1.0087,0.0252,2.5,2025-10-02,2025-10-02
007291,汇丰晋信港股通双核策略混合,1.7369,1.7369,1.6945,1.6945,0.0424,2.5,2025-10-02,2025-10-02
001563,华富健康文娱灵活配置混合A,1.3463,1.5063,1.3134,1.4734,0.0329,2.5,2025-10-02,2025-10-02
021275,万家上证科创板100指数增强发起式A,1.4114,1.4114,1.377,1.377,0.0344,2.5,2025-10-02,2025-10-02
021285,浦银安盛科创板100指数增强C,1.4259,1.4259,1.3911,1.3911,0.0348,2.5,2025-10-02,2025-10-02
160225,国泰国证新能源汽车指数A,2.0747,2.0747,2.0241,2.0241,0.0506,2.5,2025-10-02,2025-10-02
014997,国泰国证新能源汽车指数C,2.0526,2.0526,2.0025,2.0025,0.0501,2.5,2025-10-02,2025-10-02
013035,富国中证军工指数(LOF)C,1.189,1.189,1.16,1.16,0.029,2.5,2025-10-02,2025-10-02
005693,广发中证军工ETF联接C,1.1844,1.1844,1.1555,1.1555,0.0289,2.5,2025-10-02,2025-10-02
019914,华夏瑞益混合A2,1.6014,1.6014,1.5625,1.5625,0.0389,2.49,2025-10-02,2025-10-02
019915,华夏瑞益混合A3,1.6073,1.6073,1.5683,1.5683,0.039,2.49,2025-10-02,2025-10-02
021451,富国医疗产业混合发起式C,1.1102,1.1102,1.0832,1.0832,0.027,2.49,2025-10-02,2025-10-02
019913,华夏瑞益混合A1,1.5897,1.5897,1.5511,1.5511,0.0386,2.49,2025-10-02,2025-10-02
013037,长城大健康混合A,1.0655,1.0655,1.0396,1.0396,0.0259,2.49,2025-10-02,2025-10-02
025504,南方中证港股通科技ETF发起联接C,1.018,1.018,0.9933,0.9933,0.0247,2.49,2025-10-02,2025-10-02
025503,南方中证港股通科技ETF发起联接A,1.018,1.018,0.9933,0.9933,0.0247,2.49,2025-10-02,2025-10-02
021276,万家上证科创板100指数增强发起式C,1.4057,1.4057,1.3715,1.3715,0.0342,2.49,2025-10-02,2025-10-02
163115,申万菱信中证军工指数(LOF)A,1.1909,2.0096,1.162,1.9807,0.0289,2.49,2025-10-02,2025-10-02
016495,景顺长城中证港股通科技ETF发起联接A,1.6559,1.6559,1.6157,1.6157,0.0402,2.49,2025-10-02,2025-10-02
016209,申万菱信中证军工指数(LOF)C,1.1728,1.1728,1.1443,1.1443,0.0285,2.49,2025-10-02,2025-10-02
001158,工银新材料新能源股票,1.73,1.73,1.688,1.688,0.042,2.49,2025-10-02,2025-10-02
019392,嘉实匠心严选混合A,2.0491,2.0491,1.9996,1.9996,0.0495,2.48,2025-10-02,2025-10-02
019166,东兴蓝海财富混合C,0.869,0.869,0.848,0.848,0.021,2.48,2025-10-02,2025-10-02
017600,华夏行业甄选混合A,1.2129,1.2129,1.1836,1.1836,0.0293,2.48,2025-10-02,2025-10-02
017601,华夏行业甄选混合C,1.1949,1.1949,1.166,1.166,0.0289,2.48,2025-10-02,2025-10-02
014471,富安达新兴成长混合C,0.9058,0.9058,0.8839,0.8839,0.0219,2.48,2025-10-02,2025-10-02
014506,博时成长臻选混合A,1.3471,1.3471,1.3145,1.3145,0.0326,2.48,2025-10-02,2025-10-02
014507,博时成长臻选混合C,1.3227,1.3227,1.2907,1.2907,0.032,2.48,2025-10-02,2025-10-02
010110,广发医药健康混合A,0.6996,0.6996,0.6827,0.6827,0.0169,2.48,2025-10-02,2025-10-02
010111,广发医药健康混合C,0.6858,0.6858,0.6692,0.6692,0.0166,2.48,2025-10-02,2025-10-02
002182,东兴蓝海财富混合A,0.869,0.869,0.848,0.848,0.021,2.48,2025-10-02,2025-10-02
025507,华夏中证港股通医疗主题ETF发起式联接A,1.0244,1.0244,0.9996,0.9996,0.0248,2.48,2025-10-02,2025-10-02
025106,南方上证科创板人工智能指数发起C,1.0409,1.0409,1.0157,1.0157,0.0252,2.48,2025-10-02,2025-10-02
025105,南方上证科创板人工智能指数发起A,1.0409,1.0409,1.0157,1.0157,0.0252,2.48,2025-10-02,2025-10-02
016496,景顺长城中证港股通科技ETF发起联接C,1.6375,1.6375,1.5978,1.5978,0.0397,2.48,2025-10-02,2025-10-02
013188,华夏能源革新股票C,3.22,3.22,3.142,3.142,0.078,2.48,2025-10-02,2025-10-02
003834,华夏能源革新股票A,3.3,3.3,3.22,3.22,0.08,2.48,2025-10-02,2025-10-02
025173,德邦医疗创新混合发起式C,0.9945,0.9945,0.9705,0.9705,0.024,2.47,2025-10-02,2025-10-02
025172,德邦医疗创新混合发起式A,0.9949,0.9949,0.9709,0.9709,0.024,2.47,2025-10-02,2025-10-02
019393,嘉实匠心严选混合C,2.0282,2.0282,1.9793,1.9793,0.0489,2.47,2025-10-02,2025-10-02
016523,华安科技创新混合C,1.5165,1.5165,1.4799,1.4799,0.0366,2.47,2025-10-02,2025-10-02
013693,博道盛兴一年持有期混合,1.5375,1.5375,1.5004,1.5004,0.0371,2.47,2025-10-02,2025-10-02
008635,华安科技创新混合A,1.5379,1.5379,1.5008,1.5008,0.0371,2.47,2025-10-02,2025-10-02
000755,富安达新兴成长混合A,0.9192,0.9192,0.897,0.897,0.0222,2.47,2025-10-02,2025-10-02
025508,华夏中证港股通医疗主题ETF发起式联接C,1.0243,1.0243,0.9996,0.9996,0.0247,2.47,2025-10-02,2025-10-02
018557,易方达港股通医药ETF联接A,1.4909,1.4909,1.4549,1.4549,0.036,2.47,2025-10-02,2025-10-02
018558,易方达港股通医药ETF联接C,1.4808,1.4808,1.4451,1.4451,0.0357,2.47,2025-10-02,2025-10-02
014238,东财新能源增强C,0.7056,0.7056,0.6886,0.6886,0.017,2.47,2025-10-02,2025-10-02
014237,东财新能源增强A,0.7137,0.7137,0.6965,0.6965,0.0172,2.47,2025-10-02,2025-10-02
018220,广发品质优选混合发起式A,1.5625,1.5625,1.525,1.525,0.0375,2.46,2025-10-02,2025-10-02
015056,百嘉百盛混合,1.3164,1.3164,1.2848,1.2848,0.0316,2.46,2025-10-02,2025-10-02
012143,新沃内需增长混合A,0.6003,0.6003,0.5859,0.5859,0.0144,2.46,2025-10-02,2025-10-02
011851,天弘先进制造混合A,1.3558,1.3558,1.3233,1.3233,0.0325,2.46,2025-10-02,2025-10-02
006644,弘毅远方消费升级混合A,1.233,1.233,1.2034,1.2034,0.0296,2.46,2025-10-02,2025-10-02
009162,富国医药成长30股票A,1.2304,1.2304,1.2009,1.2009,0.0295,2.46,2025-10-02,2025-10-02
004040,金鹰医疗健康产业A,1.1327,1.4327,1.1055,1.4055,0.0272,2.46,2025-10-02,2025-10-02
025056,富国医药成长30股票C,1.2297,1.2297,1.2002,1.2002,0.0295,2.46,2025-10-02,2025-10-02
018221,广发品质优选混合发起式C,1.5526,1.5526,1.5154,1.5154,0.0372,2.45,2025-10-02,2025-10-02
014422,弘毅远方消费升级混合C,1.209,1.209,1.1801,1.1801,0.0289,2.45,2025-10-02,2025-10-02
012569,天弘高端制造混合C,1.0876,1.0876,1.0616,1.0616,0.026,2.45,2025-10-02,2025-10-02
012568,天弘高端制造混合A,1.106,1.106,1.0795,1.0795,0.0265,2.45,2025-10-02,2025-10-02
012428,华夏核心制造混合A,1.3677,1.3677,1.335,1.335,0.0327,2.45,2025-10-02,2025-10-02
012429,华夏核心制造混合C,1.3274,1.3274,1.2957,1.2957,0.0317,2.45,2025-10-02,2025-10-02
012343,广发瑞泽精选混合C,1.2069,1.2069,1.178,1.178,0.0289,2.45,2025-10-02,2025-10-02
012342,广发瑞泽精选混合A,1.2256,1.2256,1.1963,1.1963,0.0293,2.45,2025-10-02,2025-10-02
011852,天弘先进制造混合C,1.3319,1.3319,1.3,1.3,0.0319,2.45,2025-10-02,2025-10-02
011578,汇丰晋信核心成长A,1.016,1.016,0.9917,0.9917,0.0243,2.45,2025-10-02,2025-10-02
025221,华宝恒生港股通创新药精选ETF发起式联接C,0.949,0.949,0.9263,0.9263,0.0227,2.45,2025-10-02,2025-10-02
021891,融通中证港股通科技指数A,1.4358,1.4358,1.4014,1.4014,0.0344,2.45,2025-10-02,2025-10-02
020554,南方半导体产业股票发起C,2.0394,2.0394,1.9906,1.9906,0.0488,2.45,2025-10-02,2025-10-02
020553,南方半导体产业股票发起A,2.0517,2.0517,2.0026,2.0026,0.0491,2.45,2025-10-02,2025-10-02
206012,鹏华价值精选股票,3.687,3.687,3.599,3.599,0.088,2.45,2025-10-02,2025-10-02
004041,金鹰医疗健康产业C,1.1625,1.4725,1.1347,1.4447,0.0278,2.45,2025-10-02,2025-10-02
015790,永赢高端装备智选混合发起C,0.9109,0.9109,0.8892,0.8892,0.0217,2.44,2025-10-02,2025-10-02
012144,新沃内需增长混合C,0.5878,0.5878,0.5738,0.5738,0.014,2.44,2025-10-02,2025-10-02
011674,长城医药科技六个月持有混合C,0.8619,0.8619,0.8414,0.8414,0.0205,2.44,2025-10-02,2025-10-02
011673,长城医药科技六个月持有混合A,0.8807,0.8807,0.8597,0.8597,0.021,2.44,2025-10-02,2025-10-02
011579,汇丰晋信核心成长C,0.9941,0.9941,0.9704,0.9704,0.0237,2.44,2025-10-02,2025-10-02
025220,华宝恒生港股通创新药精选ETF发起式联接A,0.9491,0.9491,0.9265,0.9265,0.0226,2.44,2025-10-02,2025-10-02
021892,融通中证港股通科技指数C,1.4339,1.4339,1.3997,1.3997,0.0342,2.44,2025-10-02,2025-10-02
019508,银华中证国新央企科技引领ETF联接A,1.438,1.438,1.4038,1.4038,0.0342,2.44,2025-10-02,2025-10-02
019509,银华中证国新央企科技引领ETF联接C,1.432,1.432,1.3979,1.3979,0.0341,2.44,2025-10-02,2025-10-02
001643,汇丰晋信智造先锋股票A,2.8417,2.8417,2.7741,2.7741,0.0676,2.44,2025-10-02,2025-10-02
019227,方正富邦金立方一年持有期混合D,1.0624,1.0624,1.0372,1.0372,0.0252,2.43,2025-10-02,2025-10-02
019226,方正富邦金立方一年持有期混合A,1.3385,1.3385,1.3068,1.3068,0.0317,2.43,2025-10-02,2025-10-02
017995,华宝事件驱动混合C,0.969,0.969,0.946,0.946,0.023,2.43,2025-10-02,2025-10-02
015789,永赢高端装备智选混合发起A,0.9226,0.9226,0.9007,0.9007,0.0219,2.43,2025-10-02,2025-10-02
008602,方正富邦新兴成长混合A,1.4668,1.4668,1.432,1.432,0.0348,2.43,2025-10-02,2025-10-02
008603,方正富邦新兴成长混合C,1.4592,1.4592,1.4246,1.4246,0.0346,2.43,2025-10-02,2025-10-02
023506,兴银中证港股通科技ETF发起式联接C,1.2205,1.2205,1.1915,1.1915,0.029,2.43,2025-10-02,2025-10-02
023505,兴银中证港股通科技ETF发起式联接A,1.2229,1.2229,1.1939,1.1939,0.029,2.43,2025-10-02,2025-10-02
012496,同泰行业优选股票A,0.5525,0.5525,0.5394,0.5394,0.0131,2.43,2025-10-02,2025-10-02
012497,同泰行业优选股票C,0.5434,0.5434,0.5305,0.5305,0.0129,2.43,2025-10-02,2025-10-02
001644,汇丰晋信智造先锋股票C,2.7059,2.7059,2.6416,2.6416,0.0643,2.43,2025-10-02,2025-10-02
019228,方正富邦金立方一年持有期混合E,0.8205,0.8205,0.8011,0.8011,0.0194,2.42,2025-10-02,2025-10-02
021627,华富半导体产业混合发起式C,1.5507,1.5507,1.5141,1.5141,0.0366,2.42,2025-10-02,2025-10-02
021626,华富半导体产业混合发起式A,1.556,1.556,1.5193,1.5193,0.0367,2.42,2025-10-02,2025-10-02
014204,鹏扬产业趋势一年持有混合C,0.8757,0.8757,0.855,0.855,0.0207,2.42,2025-10-02,2025-10-02
010595,广发成长精选混合A,0.6611,0.6611,0.6455,0.6455,0.0156,2.42,2025-10-02,2025-10-02
010596,广发成长精选混合C,0.6488,0.6488,0.6335,0.6335,0.0153,2.42,2025-10-02,2025-10-02
022751,南方中证港股通汽车产业主题指数发起C,1.3736,1.3736,1.3412,1.3412,0.0324,2.42,2025-10-02,2025-10-02
019599,平安中证港股医药ETF联接C,1.3886,1.3886,1.3558,1.3558,0.0328,2.42,2025-10-02,2025-10-02
019598,平安中证港股医药ETF联接A,1.3966,1.3966,1.3636,1.3636,0.033,2.42,2025-10-02,2025-10-02
501005,汇添富中证精准医疗指数(LOF)A,1.1099,1.1099,1.0837,1.0837,0.0262,2.42,2025-10-02,2025-10-02
024837,中欧港股通科技混合发起C,1.0333,1.0333,1.009,1.009,0.0243,2.41,2025-10-02,2025-10-02
019127,华泰柏瑞港股通医疗精选混合发起式C,1.2765,1.2765,1.2465,1.2465,0.03,2.41,2025-10-02,2025-10-02
016921,摩根香港精选港股通混合C,1.2466,1.2466,1.2173,1.2173,0.0293,2.41,2025-10-02,2025-10-02
014203,鹏扬产业趋势一年持有混合A,0.8952,0.8952,0.8741,0.8741,0.0211,2.41,2025-10-02,2025-10-02
010676,光大保德信新机遇混合A,1.2769,1.4016,1.2469,1.3716,0.03,2.41,2025-10-02,2025-10-02
008120,万家自主创新混合A,1.3237,1.3237,1.2925,1.2925,0.0312,2.41,2025-10-02,2025-10-02
008121,万家自主创新混合C,1.2869,1.2869,1.2566,1.2566,0.0303,2.41,2025-10-02,2025-10-02
005701,摩根香港精选港股通混合A,1.2887,1.2887,1.2584,1.2584,0.0303,2.41,2025-10-02,2025-10-02
004905,华泰柏瑞生物医药混合A,3.2203,3.2203,3.1446,3.1446,0.0757,2.41,2025-10-02,2025-10-02
024544,平安中证港股医药ETF联接E,1.3962,1.3962,1.3633,1.3633,0.0329,2.41,2025-10-02,2025-10-02
022750,南方中证港股通汽车产业主题指数发起A,1.3737,1.3737,1.3414,1.3414,0.0323,2.41,2025-10-02,2025-10-02
021030,汇添富国证港股通创新药ETF发起式联接A,2.1149,2.1149,2.0651,2.0651,0.0498,2.41,2025-10-02,2025-10-02
021031,汇添富国证港股通创新药ETF发起式联接C,2.1089,2.1089,2.0593,2.0593,0.0496,2.41,2025-10-02,2025-10-02
014932,摩根医疗健康股票C,1.6376,1.6376,1.5991,1.5991,0.0385,2.41,2025-10-02,2025-10-02
001766,摩根医疗健康股票A,1.6765,1.6765,1.6371,1.6371,0.0394,2.41,2025-10-02,2025-10-02
070012,嘉实海外中国股票混合,0.939,0.941,0.917,0.919,0.022,2.4,2025-10-02,2025-10-02
024836,中欧港股通科技混合发起A,1.0335,1.0335,1.0093,1.0093,0.0242,2.4,2025-10-02,2025-10-02
019126,华泰柏瑞港股通医疗精选混合发起式A,1.2777,1.2777,1.2477,1.2477,0.03,2.4,2025-10-02,2025-10-02
018235,光大保德信新机遇混合C,1.2604,1.2604,1.2308,1.2308,0.0296,2.4,2025-10-02,2025-10-02
a,b,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-02,2025-10-02
016298,中欧丰泰港股通混合C,1.6759,1.6759,1.6367,1.6367,0.0392,2.4,2025-10-02,2025-10-02
016297,中欧丰泰港股通混合A,1.7148,1.7148,1.6746,1.6746,0.0402,2.4,2025-10-02,2025-10-02
010031,华泰柏瑞生物医药混合C,3.0931,3.0931,3.0205,3.0205,0.0726,2.4,2025-10-02,2025-10-02
002053,诺安优势行业混合C,1.197,1.197,1.169,1.169,0.028,2.4,2025-10-02,2025-10-02
024382,广发中证港股通汽车ETF发起式联接C,1.1962,1.1962,1.1682,1.1682,0.028,2.4,2025-10-02,2025-10-02
024381,广发中证港股通汽车ETF发起式联接A,1.1971,1.1971,1.1691,1.1691,0.028,2.4,2025-10-02,2025-10-02
501006,汇添富中证精准医疗指数(LOF)C,1.0693,1.0693,1.0442,1.0442,0.0251,2.4,2025-10-02,2025-10-02
016013,南方碳中和股票发起A,1.3799,1.3799,1.3476,1.3476,0.0323,2.4,2025-10-02,2025-10-02
016014,南方碳中和股票发起C,1.3641,1.3641,1.3321,1.3321,0.032,2.4,2025-10-02,2025-10-02
012328,天弘中证新能源指数增强A,0.724,0.724,0.707,0.707,0.017,2.4,2025-10-02,2025-10-02
012329,天弘中证新能源指数增强C,0.7171,0.7171,0.7003,0.7003,0.0168,2.4,2025-10-02,2025-10-02
016761,嘉合锦荣混合A,0.8396,0.8396,0.82,0.82,0.0196,2.39,2025-10-02,2025-10-02
016762,嘉合锦荣混合C,0.8212,0.8212,0.802,0.802,0.0192,2.39,2025-10-02,2025-10-02
014264,鑫元长三角混合C,1.1155,1.1155,1.0895,1.0895,0.026,2.39,2025-10-02,2025-10-02
014263,鑫元长三角混合A,1.131,1.131,1.1046,1.1046,0.0264,2.39,2025-10-02,2025-10-02
024740,华泰柏瑞中证港股通科技ETF发起式联接C,1.2147,1.2147,1.1863,1.1863,0.0284,2.39,2025-10-02,2025-10-02
024739,华泰柏瑞中证港股通科技ETF发起式联接A,1.2151,1.2151,1.1867,1.1867,0.0284,2.39,2025-10-02,2025-10-02
024144,华夏中证港股通汽车产业主题ETF发起式联接A,1.1644,1.1644,1.1372,1.1372,0.0272,2.39,2025-10-02,2025-10-02
021089,鹏华中证港股通医药卫生ETF发起式联接C,1.9317,1.9317,1.8866,1.8866,0.0451,2.39,2025-10-02,2025-10-02
021088,鹏华中证港股通医药卫生ETF发起式联接A,1.9361,1.9361,1.8909,1.8909,0.0452,2.39,2025-10-02,2025-10-02
022844,鹏华中证港股通医药卫生ETF发起式联接I,1.8266,1.8266,1.7839,1.7839,0.0427,2.39,2025-10-02,2025-10-02
570006,诺德中小盘混合,1.031,1.961,1.007,1.937,0.024,2.38,2025-10-02,2025-10-02
016351,招商碳中和主题混合C,0.6119,0.6119,0.5977,0.5977,0.0142,2.38,2025-10-02,2025-10-02
014311,大成优质精选混合A,1.0418,1.0418,1.0176,1.0176,0.0242,2.38,2025-10-02,2025-10-02
011162,博时港股通领先趋势混合A,0.642,0.642,0.6271,0.6271,0.0149,2.38,2025-10-02,2025-10-02
000538,诺安优势行业混合A,1.204,1.204,1.176,1.176,0.028,2.38,2025-10-02,2025-10-02
024145,华夏中证港股通汽车产业主题ETF发起式联接C,1.1638,1.1638,1.1367,1.1367,0.0271,2.38,2025-10-02,2025-10-02
019199,华富国泰民安灵活配置混合C,1.4718,1.4718,1.4377,1.4377,0.0341,2.37,2025-10-02,2025-10-02
018443,汇添富成长领航混合C,1.5045,1.5045,1.4696,1.4696,0.0349,2.37,2025-10-02,2025-10-02
018442,汇添富成长领航混合A,1.5247,1.5247,1.4894,1.4894,0.0353,2.37,2025-10-02,2025-10-02
233001,大摩基础行业混合,0.7745,2.6392,0.7566,2.6213,0.0179,2.37,2025-10-02,2025-10-02
016350,招商碳中和主题混合A,0.623,0.623,0.6086,0.6086,0.0144,2.37,2025-10-02,2025-10-02
014841,东方阿尔法医疗健康混合发起A,1.2916,1.2916,1.2617,1.2617,0.0299,2.37,2025-10-02,2025-10-02
014312,大成优质精选混合C,1.0221,1.0221,0.9984,0.9984,0.0237,2.37,2025-10-02,2025-10-02
012464,博时成长优势混合C,0.9678,0.9678,0.9454,0.9454,0.0224,2.37,2025-10-02,2025-10-02
012463,博时成长优势混合A,0.9924,0.9924,0.9694,0.9694,0.023,2.37,2025-10-02,2025-10-02
011163,博时港股通领先趋势混合C,0.6184,0.6184,0.6041,0.6041,0.0143,2.37,2025-10-02,2025-10-02
002367,国联安安稳混合,1.6391,1.6391,1.6011,1.6011,0.038,2.37,2025-10-02,2025-10-02
000767,华富国泰民安灵活配置混合A,1.4835,1.5335,1.4491,1.4991,0.0344,2.37,2025-10-02,2025-10-02
020236,施罗德中国动力股票A,1.5577,1.5577,1.5217,1.5217,0.036,2.37,2025-10-02,2025-10-02
020237,施罗德中国动力股票C,1.5482,1.5482,1.5124,1.5124,0.0358,2.37,2025-10-02,2025-10-02
160628,鹏华中证800地产指数(LOF)A,0.7132,1.5575,0.6967,1.5471,0.0165,2.37,2025-10-02,2025-10-02
015997,大成中证电池主题指数发起A,0.8972,0.8972,0.8764,0.8764,0.0208,2.37,2025-10-02,2025-10-02
015998,大成中证电池主题指数发起C,0.8886,0.8886,0.868,0.868,0.0206,2.37,2025-10-02,2025-10-02
015674,鹏华中证800地产指数(LOF)C,0.6993,0.6993,0.6831,0.6831,0.0162,2.37,2025-10-02,2025-10-02
023380,鹏华中证800地产指数(LOF)I,1.1662,1.1662,1.1392,1.1392,0.027,2.37,2025-10-02,2025-10-02
020976,万家科技量化选股混合发起式C,1.5122,1.5122,1.4773,1.4773,0.0349,2.36,2025-10-02,2025-10-02
020975,万家科技量化选股混合发起式A,1.5201,1.5201,1.485,1.485,0.0351,2.36,2025-10-02,2025-10-02
920008,中金进取回报混合A,1.2645,1.911,1.2354,1.8819,0.0291,2.36,2025-10-02,2025-10-02
014842,东方阿尔法医疗健康混合发起C,1.2692,1.2692,1.2399,1.2399,0.0293,2.36,2025-10-02,2025-10-02
014526,汇添富中盘潜力增长一年持有混合A,1.2215,1.2215,1.1933,1.1933,0.0282,2.36,2025-10-02,2025-10-02
014527,汇添富中盘潜力增长一年持有混合C,1.2037,1.2037,1.1759,1.1759,0.0278,2.36,2025-10-02,2025-10-02
000963,兴业多策略混合,2.472,2.472,2.415,2.415,0.057,2.36,2025-10-02,2025-10-02
019353,招商精选企业混合C,1.2849,1.2849,1.2554,1.2554,0.0295,2.35,2025-10-02,2025-10-02
014525,汇添富制造业升级研究精选一年持有混合发起C,1.4519,1.4519,1.4186,1.4186,0.0333,2.35,2025-10-02,2025-10-02
920928,中金进取回报混合C,1.2409,1.2409,1.2124,1.2124,0.0285,2.35,2025-10-02,2025-10-02
011889,民生加银周期优选混合C,0.906,0.906,0.8852,0.8852,0.0208,2.35,2025-10-02,2025-10-02
011888,民生加银周期优选混合A,0.9218,0.9218,0.9006,0.9006,0.0212,2.35,2025-10-02,2025-10-02
010055,万家健康产业混合C,0.7531,0.7531,0.7358,0.7358,0.0173,2.35,2025-10-02,2025-10-02
010054,万家健康产业混合A,0.7717,0.7717,0.754,0.754,0.0177,2.35,2025-10-02,2025-10-02
002628,招商安博灵活配置混合A,1.5444,1.5444,1.5089,1.5089,0.0355,2.35,2025-10-02,2025-10-02
002629,招商安博灵活配置混合C,1.4711,1.4711,1.4373,1.4373,0.0338,2.35,2025-10-02,2025-10-02
002207,前海开源金银珠宝混合C,2.436,2.436,2.38,2.38,0.056,2.35,2025-10-02,2025-10-02
024328,易方达恒生港股通创新药ETF联接发起式A,1.2447,1.2447,1.2161,1.2161,0.0286,2.35,2025-10-02,2025-10-02
024329,易方达恒生港股通创新药ETF联接发起式C,1.2436,1.2436,1.2151,1.2151,0.0285,2.35,2025-10-02,2025-10-02
016567,嘉实中证电池主题ETF发起联接C,0.985,0.985,0.9624,0.9624,0.0226,2.35,2025-10-02,2025-10-02
015740,国泰中证港股通科技ETF发起联接C,1.4504,1.4504,1.4171,1.4171,0.0333,2.35,2025-10-02,2025-10-02
015739,国泰中证港股通科技ETF发起联接A,1.4553,1.4553,1.4219,1.4219,0.0334,2.35,2025-10-02,2025-10-02
014046,交银医药创新股票C,2.9896,2.9896,2.921,2.921,0.0686,2.35,2025-10-02,2025-10-02
004075,交银医药创新股票A,2.7992,3.0342,2.735,2.97,0.0642,2.35,2025-10-02,2025-10-02
017603,华夏国企创新混合发起式C,1.6962,1.6962,1.6574,1.6574,0.0388,2.34,2025-10-02,2025-10-02
017602,华夏国企创新混合发起式A,1.7116,1.7116,1.6724,1.6724,0.0392,2.34,2025-10-02,2025-10-02
019352,招商精选企业混合A,1.2992,1.2992,1.2695,1.2695,0.0297,2.34,2025-10-02,2025-10-02
014524,汇添富制造业升级研究精选一年持有混合发起A,1.4678,1.4678,1.4342,1.4342,0.0336,2.34,2025-10-02,2025-10-02
013844,中信建投睿选6个月持有混合(FOF)A,0.885,0.885,0.8648,0.8648,0.0202,2.34,2025-10-02,2025-10-02
013341,工银核心机遇混合A,0.9228,0.9228,0.9017,0.9017,0.0211,2.34,2025-10-02,2025-10-02
013342,工银核心机遇混合C,0.896,0.896,0.8755,0.8755,0.0205,2.34,2025-10-02,2025-10-02
012124,博道盛彦混合A,1.3068,1.3068,1.2769,1.2769,0.0299,2.34,2025-10-02,2025-10-02
010378,广发价值核心混合C,0.9739,0.9739,0.9516,0.9516,0.0223,2.34,2025-10-02,2025-10-02
010377,广发价值核心混合A,0.9924,0.9924,0.9697,0.9697,0.0227,2.34,2025-10-02,2025-10-02
001466,华富永鑫灵活配置混合A,1.7617,1.7617,1.7215,1.7215,0.0402,2.34,2025-10-02,2025-10-02
001467,华富永鑫灵活配置混合C,1.7117,1.7117,1.6726,1.6726,0.0391,2.34,2025-10-02,2025-10-02
001302,前海开源金银珠宝混合A,2.492,2.492,2.435,2.435,0.057,2.34,2025-10-02,2025-10-02
023447,长城上证科创板100指数增强C,1.381,1.381,1.3494,1.3494,0.0316,2.34,2025-10-02,2025-10-02
023446,长城上证科创板100指数增强A,1.3834,1.3834,1.3518,1.3518,0.0316,2.34,2025-10-02,2025-10-02
019759,中欧半导体产业股票发起A,1.681,1.681,1.6425,1.6425,0.0385,2.34,2025-10-02,2025-10-02
019764,中欧半导体产业股票发起C,1.6659,1.6659,1.6278,1.6278,0.0381,2.34,2025-10-02,2025-10-02
019879,万家周期驱动股票发起式A,1.5807,1.5807,1.5445,1.5445,0.0362,2.34,2025-10-02,2025-10-02
019880,万家周期驱动股票发起式C,1.5666,1.5666,1.5308,1.5308,0.0358,2.34,2025-10-02,2025-10-02
016566,嘉实中证电池主题ETF发起联接A,0.9924,0.9924,0.9697,0.9697,0.0227,2.34,2025-10-02,2025-10-02
009163,广发医疗保健股票C,2.0493,2.0493,2.0025,2.0025,0.0468,2.34,2025-10-02,2025-10-02
004851,广发医疗保健股票A,2.0948,2.0948,2.0469,2.0469,0.0479,2.34,2025-10-02,2025-10-02
020424,方正富邦致盛混合A,1.4552,1.4552,1.4221,1.4221,0.0331,2.33,2025-10-02,2025-10-02
020425,方正富邦致盛混合C,1.4341,1.4341,1.4015,1.4015,0.0326,2.33,2025-10-02,2025-10-02
019107,南方智信混合C,1.6017,1.6017,1.5653,1.5653,0.0364,2.33,2025-10-02,2025-10-02
